canon_hash,group_size,representative_kept,collapsed_ids
b5d2b9de1b604d02f3cc99c8d18a5fae64692579a103e125d263b798dae34c79,3,13393,18478;20919
f2a8ab3a01de9186a0a3eaf82b0a9c094b290d3b1043cbf2776437947252c957,3,15845,16315;21160
4704100dcc9195de2d40cdba4bd5c15b2e8f90dc7d81074008cf60ce6917c577,3,16534,19015;19893
3dbfe9ee9866b55cafd311745cf33d5bbeb78fb31ccf18666765d0a3f9f12c9d,3,16438,20202;22103
8de808dff0d143a63104c1bd444638c0340aeb3c937308aff2c7257f9a41f87b,3,13973,19156;19491
458eca84d0bffee31a8e2194fbec3a96f664f8baca3fbccd07c5df573aa87c3a,3,14063,14763;21855
b8a96f8778d1f07424608b7a67e188baaafa213ef468ff6d7cc2b6c78673cbc9,3,14630,17793;18755
cddf6f99c02f35229b94ba79ad0ab4ed48a2e2397e7c6a0e02c3837f1b2e0a4a,3,15216,21099;21287
11c6048fe9758f21c36017fca06d99e0b7e2b815c6978e846b683f834e21bc53,3,16758,18105;19316
12c992bdb5403cf3735d83bc8db2673516081c69225d06c71f39a80538f22ed8,3,19118,19975;21296
557d88a999e0ebd80da2d9ba3e7e8a041c91ee74316a80a26cef932f1f5f1da1,3,20568,20784;20999
188d35203aa2c16d323de54fe897c0705846b67ff3f4e32e07d5f3e13433ae0c,3,21897,22048;22262
a9183be4e1897e3e2daefd608a5e26f50e74b2d6694abbfbda717818c93e2c2d,3,22017,22092;22258
ee00a37b0fd46d5ab9ad2171391e45e802a83705a17df5e0b1ad70002c095727,2,14,937
e7dc2a08888f597e74b893d4d7ca9b703aeaf4e6a87718a23f9e52293517a0dd,2,19,21627
1cdacff34ef62c4a8b56c63437552a61976cf1c7be6cd8274feb27c67c64fe62,2,29,17629
5b7f3aa5872c9c6594fb398013994501ae8660b8d341b6d761712ba874e15891,2,40,14986
0ee55204db46382528a1312009cfcbb3d3430c3d092dadee0786a0d33f463f03,2,59,6329
90364a00f41860ed1e173699fc48ba61c53440a39ac9e3a035b004f79f14f056,2,67,4944
d5709f76d67ad08e1bff9aada1054bc15cafd58dd4b4d95a0196610ef7e15148,2,90,2319
0047318e6d361f647f5d7d63c9423022f7b26c21f3ee2d353be720352147de47,2,111,1223
9ec80d6bba96edd7bc28c1479e3eb1fe7684afebfb3ff38b7607a564dc528f7b,2,122,17955
e279075fc16529013ed2fb96c5033903615fe80aebd47ecbe1b641b47b3fbe86,2,128,5497
6f57a64232d84c2d4211f92032a8df45e0cc57c1a61fc92a2700d359bfce44aa,2,130,17484
99cd5badec6d93cd672244a0518d6f9d4fcb69d509b73a96ca39f91f4023d955,2,143,19889
0187c6d7d31e7f6f1ca433be0de7e540c932bcc703cef21be85f63bdd56e92e5,2,145,9521
c0bccca55e4cfc32567bcc71e4d0967759f862a9d8cd7544b39d65c989634812,2,169,7289
54b466a3366dcb8ea0603763d638ea722850dff126f8e82fa6b4d79ff068529d,2,176,16935
38c68339c8ec7ba35c7f0f00450d81b4db08e5e567fdfeea45d5eded5e4e9e9f,2,190,9564
4f6ab873f28b53568df451160edd73ea19bb9ec09e5478c16263aaaacb143c27,2,195,343
9aa457a8aea83145cd124f026137a6f2a0c5c2ea7e759abe9a70a01584468ade,2,293,9915
8d930ab88a5fbd53b3c97cbac5bff7968d493dd24845841d4dc26a3d83d3ddb4,2,318,7162
d398923b3ea9f947b823172e12dbe3a861bf23e8f13a3424c1b46c4c3bb18080,2,362,19512
49c7d1d31178cb93518be7909fe176e32e9e3823260b4f0d8e39b6229f23aee9,2,365,16804
33496819c122aed656923293997efcfe0ffd36b83015afa364c4ddf9f50df000,2,374,16828
d77c3f0409ffc73e236016b5d2de849d8c973917860ceaa8cb01e58a0ab2015d,2,392,1480
dc72a241b86c9a756fce16268b0730f75fc87fcc3a675b00e38e85c095be7a6f,2,402,10627
a646366955abfd79e6eea0a03d291230c8b008297269708375d2b91a9f6e468d,2,428,10332
365bd0e6fc1d5771dff1fbb0eb54cdd8da4894c6bf01d16f913d09049e503473,2,499,9491
436b6d25047f3594f12963307158e0207c7cae47f6f9459a6eeeeb769f11cea2,2,542,1528
480e50db573b5322cb01909bb57e2496e8504e27efbba783cd8dd668bc6a7094,2,591,21328
aca025fd692e8671a2179df624cfcfdca3cc606a7ca8bb50db6ee3efc63126ab,2,571,3115
0794cc6c3eaecc5a078cffd0d2475eba7dd0814f1f3163d8a320defee44e27b0,2,616,18027
5eff93bbc1f74c2c9d26e9d8a53a16324fdef6ab2e088c7a8f8bc4406dec6f10,2,622,4618
be95f477ff0441181c5cfd88bc056130d4ca481a22975d6e707393c541ec3000,2,635,20532
eccfcd7b68dab3a1e7e9b1a914636b01abe0fdba717eb216452c0380773c56d2,2,648,6824
d44f3421e38ef471f5c9a387a3cc92b7233a5bd493ff196c6d2eafa128a887a2,2,685,19454
114efdc1c03361159d055012d880a0215e37f5d3239d157512c9d7f1b4c79e06,2,690,22123
b5cc8c9c1efc7608ca94bdb2352fe0076489ade87f968d401c26660799226210,2,700,16981
eb3a04765ca88426ff3fde6d23e2bab4484084a6454730e655af4e0a88cedec1,2,704,16887
45e0f51c86162b52c337986ccb8fddbf8eb24ccc38402ab3d31ea8376066d0e7,2,720,2584
a9680380b8181a053340e2080c54e3c58dec6e3a4a0a8e664231c163389dce5d,2,752,14203
de0566fca72c4ce34dd72db283fc473e12382640b100894697652f2bc3198cd6,2,781,4590
31ad33ae973c5832a9b4da5a4c1d80994bff57d424ec386dd8be486f14ce0ada,2,802,19050
fb37c781ebda81a01e4307029e82a54d7be4532ebc0aaff466e866dd61662535,2,804,13567
55fd3af0c5eeab76a2b4678d8fc878edf447e7ed73163bd06f2cf0497e4e7d5b,2,816,19556
9a3755dda2c6a810b8f58b8e7b988a84bc7e3c745d294517de3e91816a99c676,2,835,7503
b9b5921b2de1a5cf174b00d48253447f24db6638e0a714be46950701d7e124ed,2,842,2121
0eea0f76d1c5176e210648949aa53105e3fae9be9e81294d6f56c74a8bbd7780,2,854,6835
19e1c9b14f776d10298216feae12b53cbf5cce3af20ba6b567270522cddb1f77,2,861,8112
025eb8c3f0b41709985ae48e7545aab2e224a0495b63ef0c0cfcd0dc9f25e8c4,2,873,17947
d3084f76d570b276af87cf7beccc7f740d3af8a506674ebfd233adfb2e49588f,2,879,6631
cddb751377808a764456f635ece45c6f916e4e01b3e4bced8f50a047f2f76ad6,2,888,1400
05d3f534acd5dac2d4ec02117407425d5fd5a23fb0b45e160515fa8fe416b16d,2,890,21450
299ae58666caedf0acce452f24b6eeb0c66506c40e70bbf4b214e361d53d4e3d,2,914,18514
736d00dfb974122a7596b8b5c44967ad89fea28f18ec02e2ff562b05f2cb0ea7,2,921,18672
402e577d4858826935cd0c0d5466974870b418ebec336a6398c28937d9fd35fa,2,954,8082
ed0672f582c8a64413fe6cd6e56778e4251df78c1d56fffdfc60a6163faa2b3d,2,960,1848
d527ad1ea6f73135160835bf7558e2088c03c7a8cee8e3adb46b1fde8d6afb87,2,968,10807
56abbff1336e20b64cdbdfe4cf5e910681ddacc70cd35aa4281b6c5f343bef7b,2,996,13584
aa68ba4208483af71b7b38713a249f7bd7be8b709eea85960c7873ba6a1eee38,2,1013,6694
6b6463db14f4e1370a26ef9981f39e301987be42e98e39f12e80f27b34132e8c,2,1020,11417
0d1e2253aa1f916c1ffcb6ff7ea474510f7ccecd91e0baaa2c7a7f689a5c943a,2,1022,5064
6ebe9781b2985c46eb64c12cd1164d0792762569ac7962d972003b50239b2d6c,2,1027,16114
29772ee6273bffa8671bb16736423dbca6e37491d8f2836a70d095e27724593e,2,1028,20815
090bd0d31f097a7973fa5ff978ddeeb884f3a2033244458bdda26e459c9df863,2,1032,11147
63e824b327a59368c1968a3217a32b6611f0fb7d73cec25873520deb5ed7568a,2,1073,20849
d3f7c175b85144401d52ac9a6203c2fdb779fa5f884d265b94f69a1a9cefbef1,2,1135,17316
2c6720d78fa5451a5073457fb7867bd4ede1c0bdd4af2988f4d2044d015892f8,2,1219,9457
a161d5338e3d91fc5f550215bc77e3c4db7959aaf22fa5dbe67a132a70dfeba9,2,1307,6704
20e74dfea38571ce6e4c174bcd0f78a10928ceb882d19e10f7a74790f6096a74,2,1445,11922
1f275fb3564e4c1eca897c40e98b77675376a850c8a67b594dc563179c6cf2cc,2,1132,11652
e2a3b91be4e7d70e2f63648d5d6c3c0032916c990219b55ea5b94cebafb3bab1,2,1127,20381
620407cda1812a357ffa1c49e67e32313305520f0d4ca28fb7fbca45121a5a0e,2,1128,13594
69aea3b2a64705595948b2632359be9843eb0416a233f42399a966c397b4e5e2,2,1131,3439
34662bde75e3f376c881ca5a2a26cd92ee342cdeb5a24cc18f93c1f0e3b6371a,2,1160,12065
a72d7aca43c88cc329f4282eaa7e22060e27b80a02f70415a9ef9f8e981a1eb3,2,1179,4468
fb9ee26686ec6b93b49d9dc09f62592cf9f38447bf1854e78348c3c0969e1b9a,2,1180,17545
cf137467d94a3e842985f4a039ba87d603765b3d90c7b3234b5ee580a41230e7,2,1222,8271
a79bdd735b49775822ed64d82c1e1b5efab1381026c530c72183a6414e4638c5,2,1261,7434
fcedcaf1806d36a2d707b6e9174c40d5510ead579508756051e1d9dc8bd16690,2,1277,7936
483a259565a91f8e099da202a96ce249b37254968a4aad96f2e5166740e17376,2,1282,4828
54781da1c6eba37f1703914bc426bc39b51dc40a0cfabfaff738b9369c167583,2,1288,12791
3d873b1ded856bfe70f3eda4a3e24bd42c5719b227c48eb6165bdd1b9abeb27c,2,1303,7167
7ac20f3c0c11c0bee372248fffbf284ebf0e4c908218ff851ccdf74016c6febf,2,1306,19138
187669beb6b1084fb3a6237f62e347cc43667eb8486972bb809938b762923ac6,2,1313,6728
8a936cb1a6b136a320b535853b68ad595defd34585a24fbf7174b1669b415aae,2,1368,13098
5756c8b55ee926b3708c5a92369e391995ab9a07a3e16b2b1ae112707c125d7e,2,1370,19462
e3f4c3b11a84c4054f970d34b5c61464f79e94f263bdc664c8faaaf097d98744,2,1377,15066
43763ded0166cbbacf6dd8d9a81b95a23c36a4d8a18bd9ac1c1532afcff5fc8c,2,1389,7383
31a06c3dc2ffe0e85b829921ee89831dce83a3c63869486fdeaa4920321b939c,2,1423,10045
88caa7aa0292a6ad46a271fedc0ab652ca846f3f6037b35a400ec25029ed0e69,2,1462,12884
822ef4719edf4c5661398a104653e2e70b3c76529b8f1f79547a26db75e7856a,2,1488,5225
8b77a1e0707c910771934b7afe28db74c3973f7a90844b8cd0dc2ce5eb2e8a24,2,1512,8307
1d14d85e403d66d884d5223934a1626b0d4f2f08bd8c8189cdc50d54b20e9d93,2,1530,11026
088fe5e086490744601b132bee2a5873cde19decb16ced5ad962a0d68304ba11,2,1538,17914
05b4583202c8bac9b9894294eba79f59ad061d68e5a56aaf07298fb091a99ab3,2,1585,15208
c88de102b69ec90505ce7c424915f5342702ccf3dd7b37516dafb82a64424659,2,1586,21357
366a1ad885089a839e986263980e4c79402fa526b0aa33de885e7367e8cb6bb9,2,1591,15872
def5cd60e8740b397418f4ac6fed0e1683b1ac67ccae6d21eaea3c946e8edd82,2,1602,9008
9306018c684db1c2a4336211ce2b8ca984a21eb9e44593b52012df01b01472e3,2,1612,20721
06d48888c484eb42afed6f5bbe982c3ca613e229145877b3e65394762aa53257,2,1621,18330
211396556af02f41839d726f5ab871abddd0fa9b009c5231e4cc8c56fe797941,2,1634,10677
01a782d47e10089a621a0afbece7d7feeb00a1491b45761f9c9226759f3c8941,2,1639,1845
bcd91719313a60406089d64bd516d6b75995f2ed7f8a2a9b433840f86f1ccb1b,2,1660,13631
425142d4aa761e789625d82cf7ec434382294316d8caccc819df326ba0bee53e,2,1704,10051
55958407df0de6e697a97dec4e32514929095a595855b48fa64030157e9b6761,2,1718,19487
4ca6af30e13646b22abc4315175030cc2664f4a744f98adb42d12540e672e3cb,2,1727,11405
b435efcef6790121e1470558d5e07d94a3228afdc4c748cfca55efcf7b6510b7,2,1779,15005
8ad17bd0670aed794cfa83ad1d0df6629b74d15af74bf3117d08ca71ce5de531,2,1795,12389
62d0c201a0d30ca91eb93b2f20342d6bab1b8cbf16826d37b973a2e2dd4d952f,2,1790,21681
909849e05b7a7bdb4760fb7ecac1e291eb1c1ee4de88dffcc8ecdcf13666fa41,2,1802,8305
e4a29e67778cb2c26f2d880962ee88c6212db6e5aad519e75264cbd05b77e91f,2,1810,2329
5c2e413b0d36dd567acb88284cee8ceceda74fbc12ba784b44975d2856dc7738,2,1843,20682
e582840efe30202d168f3a25a8d8055d4aa260db4d1a33f7868b08dee1955fcb,2,1865,15676
eeb2abc1ba4b74dc64425c00b0e9cf19582e8e624af7b52c3d5b0ea6fc9b3658,2,1872,21819
a083cb14f3b3062217f259fa125e9cd05b3acf0b695c151d8c985a01821bdb7f,2,1896,12471
e6f4fc74f314319facb9af50b32644c50c85150808249473ce25e7adc3c3897d,2,1902,10696
263a279b6a87bf710353b8491153f6cad30f88755259ed838a9a0fe7dcbf1013,2,1908,5153
b77ea44cd9f2428735ee15b50fa03260d430c260be683122471947fbdffebe35,2,1910,17896
5aed95873086aaabc459333a6313444e5cfdbedc5f66f051ed4822c108121c02,2,1955,15537
14544efa81d0c26b0497350d7ebcac7aec88a406593a82d9ac76f924e0040db9,2,2058,18742
8675f5f336c78c2ba7bd92f6a19c2aedd93eee64940a55df28add47bb6b59e38,2,1999,2343
6d0b9bc4d4c3b629f68624f5f57efd2bf22f2b58d4a1892124f118a81cb93355,2,2050,2422
b48c24c019cf068a3b8c679f9d25387f93f5db37ec3a9ab913e0a02cf53fa3bb,2,2051,14849
65aae65050da6a4589f53b9a461fbcb333aa0bb7b0c7f0e6b5c4c20d16aeeaa6,2,2087,12019
50ad13bd68ea8f496aff9641c5992f6b74b293476fd0db6f47274509ea4b60bf,2,2089,12285
8fb446b64186ea233bdd1850ac66833a60fe7073747105921b0b7e701deac1b6,2,2102,13796
aa7b60e3623c9494f02a1740c77b34d848dd8ff4169fea2a28c568630f733ce3,2,2107,10333
c945eb245e009044d9c06933d61814cff166664a1d0237073f187aba44fbb676,2,2153,2327
0d69acd63eb1faf73ad37085b2ab5327a06ef252c1327de7833a8b86e365d30f,2,2224,19787
806a48433c81330afb12b876bd431367c1e7989a37cc8936e85ce2bb12bf51e3,2,2229,4046
4a837c252c994bc95dc36ec2077abb90a76cb5acdd78ad15ac1619264b9bec1a,2,2241,4197
d113f4b551d97d1cd70c47b239bb65fd513bb5609fa3771deeba7806bf1b0c10,2,2268,12319
73756223f7df5baf0dc7de5ab906cd39990776a2032dd1a2b03e972b3df40ba0,2,2283,21279
fad1e7f84ce19005dafa5d1699d76adba3709848ac6e6e458dfbc6a57c53b554,2,2294,7187
2a7870af53509688c15dcf4dc6b6d84f802fe4c56f2b03ce9efd8fa267099bf8,2,2295,2572
1c9d0bd9620ebbcb01ca3894a3d3b85c07deaea91c23f0d939fb719ca4ffc68e,2,2298,3869
697f6dad8596d95e738fb710314c539d42556a099cade8b516906442b25ba3e4,2,2334,16629
48a99ae30aa79ef8a1a8562f6e98844bcfe8a3ed938275b1ac5ab80c38c72b21,2,2382,17482
a53964315fda72ade168278f1f5b0eb5513d4cf551c6ec0816be0a65bc489afc,2,2409,22292
2413218405d44c76695b1a620cbad4eb44b8f766525735c8f603c6efa55760e3,2,2463,9380
056d515f8a9297d4f7e5f43827118c2fc3a516d8eb7c2541eacc9751c42a5351,2,2471,5894
7f88ddc67660c66e6b4da363da4084b52ea53a7ca4150cab030013da27791dc9,2,2515,19671
7ee1f13f2cff2dad726a84f237362fd5f2714b6a5f7602ac3122b9bfc178a1b8,2,2524,18230
d91f3c28c32d55c5e1d2934c124955709d15a94c700ea100255e20f75b65d2e9,2,2532,12682
a39e171af33739a437ae442008bf70539ebe427a921425799ba1658df8ee7678,2,2603,15579
5bdf8e431180d6a21faacd9126df8e0f842a71e1c83032034fc560875fbc8bf2,2,2625,15085
e4a61121ded33344fc22710b5f8b9e0e0d606ee9b707dffceee20ff9e5a9d253,2,2676,11656
7fc270c0040d1e07958bcfb326bba15d7750768559c0acb195eee4727983c316,2,2677,11092
12a5875671474a39dcc37610c9325c6b798bcb11eec5094958a3455b015955a8,2,2715,10911
015beb8e93a31dcffacfeb36a78508d43679086f622b29ad71eff1c2dfbe981c,2,2796,20982
e0ac7a22e7136e1188e7565e14223f542003d81cfaa734206bfaca397d71b2c1,2,2811,4128
484b08f8a0ec29905a4652dd10310146d4709b15e71432e409aa0461ecdd4c42,2,2818,11401
bd2b21ceca954b394e6a2fce9a0685457cca14ef360c25cb05d89168db50eff9,2,2828,9659
99f8a4f14988f32b626d3d6f810ab567bb8b4023587b545020ac27bec213393e,2,2931,3937
852dc62f8a304f3264062a19596cbb2ec811628d5c6380d4104bc0f9fc69fae1,2,3015,3557
dcac77bd3e576c444d9d80b4c024b98cff1d85c5dbe7b396f45633dd5709d7b7,2,3018,10979
e1430a25096adeec2ad505b9bb906443fadedf0ab63a72ee14abf7628fad8dce,2,3055,4755
f88af034a963ba32e09e9cfaef1b7799053b7e650b231d5725547835d33803e6,2,3062,15671
123a87a460b39d1ff49ea4933569837add9b9976a73f630e95fb89293f92affa,2,3081,6519
d2eb1e70c30b572f77dd00fe037d1e9e9038d12bb91df4988f3a1381773793bb,2,3104,19429
8fad3fb440ba8cdc2bc586c87e9537169ded8ef21935bfde429a850241c0fc95,2,3157,9420
095b9db92e87ca6c40bc143e082f369f691c6f781c6ad1dce20672a8af5284bd,2,3210,9130
64b8533f1f13e6dc945d4d31a9013636985538b46718ac87250b1982691ee9d0,2,3276,17112
1cc4049f9bbf7e91f37283385f1c88c15bb8e6db64e8029b509d197096cd9c87,2,3317,21419
de14a2d595854cc9782cfe3372e182132033f926cbe0eeff65fed869c0be5f40,2,3323,7939
10cba7e4682b96c727371dbd257bcb53e7f07746f367ab90a3b00739a4cb421a,2,3332,19020
64986f23622dcbda9d9c57a70a48db70e1afd4875076aa4a248285a53ef5ccd8,2,3333,20175
268cce7fbae06e890580cffc563c52a8deca5abe46df6467e81f18771a0c5212,2,3334,8026
a30b393d83b66844f2db8a77f77dfa05577c33393795cc4f9a83796871945d1b,2,3412,15883
65ef809d0c3ab77192c46c9eb68b97dc43118c9e133223a6688d8c37133e6ded,2,3425,3873
b29c5ea8141df2a2d7f62c2c3963148a8123ff03a1b968970354c06ca3ee82f0,2,3430,9540
5c2e67f830dce298812354f54beab31b02f139215eec39bc8d964e13f726c1cd,2,3441,7301
057b7cfa866ab625b9b516fd79a1617a6f3de5129a2eb5d36837ff535cdd9ec8,2,3449,16600
b1841bea53950b3b7d4f25b0e386c5aaae6daaa4d55d91bd78415d7e69dcb62f,2,3458,15503
05b597944322d7ef88a792ff21539877f762a66b65d2004c405419a69f9f8be1,2,3462,9401
143abb3fdbb2e4df8ed7c66d7cae79df8704f833448abf0c91dee2c954d1b494,2,3467,11337
c184030fdc5ec8757bf57750126cdf3411649670adab748d970b68dce3db06cb,2,3476,12921
b85a8e6b3a3d85f475107fd8d169a613813d355a2248e2f0f18be0ff093fd368,2,3513,16943
41c6a961cd2ac67f8b29e331d7a57234e8878364fbddef844de6d6420bf3b9ff,2,3572,8587
e7c06fb44b0ece2fdb97d0a21434a8f998ad76bf2c4be546ea8ee6e1357eb94b,2,3610,12973
166f6cc22f63db840c7ec6f3b23664eb8b3da2971ff14f03522a48796c8e2ff0,2,3659,15702
264239158536633c09ed999cf29af1256a0bf8d164ee53fa3750180e6e0d92e6,2,3664,17605
f22a169ab55176b30edce0ca707af987d7b269e5bba3dec7a04c696b0f153f8d,2,3754,19880
4875a63cf3e37ed8a83e5f89bc7298dd400710059b617b877f8deaf0ba5be81b,2,3784,7030
70e4bd42cd26e6b4d2e4eabeb4612f616afbc928ff1e7da51f3bc75ad2ee5113,2,3811,4679
7002b3b2c926a1f4da05c78cf16fbe3265f69ac25056df6c3ef596975a0ae0e7,2,3814,7272
62e169fa7864188c60e77d1c062312efd820af82a781f0c4caffc3218f643c49,2,3820,16818
46067aa79307db24cf02c0321754c940710e33fd288d9d978dab120a372bb52a,2,3827,18108
66423d5122013319c84b5d04cb276626659406b9007129e62c977adc741a3f94,2,3853,5696
8180e774b15548c8deef603a726626b2031cfd5159456a013da28543d1a948c9,2,3854,10393
1ad16a2703f7e6b303a2f5b6ce002c3760145b688a628669ca9c8316e794e38c,2,3872,19682
070f01de0f009f2580fabfa81efc3004c62988e1d223aa3a1395cabb599d25df,2,4288,10765
360335b80b01ab850edf007589eac56d28c7fd5e751ecd01ba78db442385303d,2,4087,6990
f4a647b43ad92abf3db8f1c74475e9a8046c390dfb0b957517f25039ae8b9548,2,4121,18265
bf407249ed89898beb7869f08cd2c59ed2de71bd3248894150a75eb208263a6c,2,4166,12214
c059d54e3dbaecfbf4904dfac07427994207638aa263269965867fbff36760a5,2,4171,21758
15c663affc015eddf197bff94b93dc23f30767288f00845aab105ae94f5a8c28,2,4194,21226
7853cf4a654665efc65a5dc3a87bc2e77f3b61e791f1f4ab55db376e26e82315,2,4201,17013
f331b726a7eb4c115cc98e2dd801fa27dd590220179b9f17bad3f7fb639b20ae,2,4206,18310
e317bca573ab5c83c4ac2cfe71f44fe2353c49c859aadd11f90b470179926f6a,2,4247,10225
7217fb2e39e8c0ed06351dadad43c694642a95425a53a28eafa470874026e477,2,4256,14655
5258b4dba8b47896cd069651771e6fb8fe37ff26ea25ce42b4ecf49b3c00445c,2,4389,9255
24a0476e4863b138074b626100797909a0b732e2d2816824368650c6a223907d,2,4401,6849
c4d3a99a3d86fad3e01efc09df57bb1dd2320017e61ace6ab4e8ddf0780a9b14,2,4419,6093
e81f1b6fe2a2231f441a55da7189eade62134ddfeab9ae964ecdb63b177bcf73,2,4432,11811
8250ae246ad97c5a7cafe7049ba7da3b7a5cfad9bb11cac1021a58016a8a77d7,2,4457,4859
d86096745821673f145b3592b9a04af2badb04587154a498a5568c7fcad8e57c,2,4482,9661
9f6e94411325dfcba6390707271bb8b310b55f1d5e0a57a7629541fe84d85149,2,4490,9886
7007558ed2b8966a6f0a6ef7ca14e13a22c06ae16547304d30c84a0f8e22cbe3,2,4494,8784
262c666feee2918b2a1366aacf05261940c8c55fb1df24604d0177ffb9682521,2,4499,5624
dd008212cbf4ffdbac9ffebbeeacd28ce2091fd770b1ab670c8a9404393480a7,2,4516,15322
e483fc59925591b13b69df710c94a0683ae0cdd43f178668f2163243d5626c1d,2,4561,17658
bb48586243941080fe72852d7814ef0c93824219be5e30daaa251c7425b148fd,2,4579,15719
996c8aad0fd2ceb91eff23a2bb33c92d867d5625e4c6b7204af837ecd84b1947,2,4624,11188
c1c4e16e9d1f86008713503ecf6bff85bc105975776a235641aaac3e990db286,2,4627,10088
4e5af3c141dd1a8750aadbd69eb685e09bdc47a117672ac8569a018e3484d08d,2,4645,8220
7c046d5c897da05d2c5dd43d7cae90c336fb184b43d829e695cb3f3209c1dd39,2,4655,13916
6b1af4805d152038f03a1227dd2c34e051e5d91781322fc382c0f3d9fec61e71,2,4702,16849
9daf068640e701ed9ef7af0619ec73c5b3c203e57a911aff4ed3bebe5310a6fc,2,4731,19023
32c70c556cd470f3b2d20fe9c9867c9e8491a0e51181a28e82ac396c6547118b,2,4791,6688
a0cd35a279f0b613f177db53b0718fb886fff0a1187acc3b47584edf22ad6e6a,2,4792,11056
8fd54700abcce0c5d23ed4aa4599c98aeca3841d0c7a89d5e391579cabba6193,2,4810,6600
bfbdbb772c81b568ed6c961f4bb6e814f2c3dd3c8a8495fc0698f69adcbe4588,2,4826,11937
853e4c89b8a02edb1db591b416d69323bef30cf14769789032b2773dc8e6c478,2,4877,9834
3925083d546b0583a584986f75803e8e131bb0d7b690f2db5d4445883223d7d1,2,4878,8708
815795f31b5780aebe556bdd84e2f77f95aaf12c9ea6874ab9e72955b2d978b2,2,4891,19158
510b216af2f49bfc08a0a2c8a181e1b793e30efb06ad1dead41521c8489d9e40,2,4937,22006
82e145b0cae90c49fe88ee4bf6d0cf2cf9e602f2dac61a9bf41c1525a001d6aa,2,4962,13167
b584ce8ab3733e0516f3592c4693f2b6baf15bea12681a139a0f6b431bf4d372,2,4969,19713
4c3cc006d7030921d7fa914e8c44f82c62436eba857032c3c20f2361376d3531,2,4971,20260
ee19027041383ee05dc9df18fd65b6b5cb68e8370b4265e5c9119814f4652938,2,5057,17154
1cb6fb9d9082a406fe11ed65528d929e97ea3ade37165b833ab534ec76e2bdee,2,5060,6358
ccd49baa3b21210b94f5f72fb4a62515d9faa41d0e226493ab9d6d8e30040d03,2,5116,10064
11bdca656182a5adf3413f1091ee52951c3d8ccdef2bb57fec95b5ca898efd0a,2,5171,6451
faa817b978e3db8499821d06797a5d656561d16e9389836e5b4cab3575bca823,2,5188,15333
dc6156fe59f413e909389a38fe4a65d8cc5171355422ed45e58d60a0d0470732,2,5237,6402
ebeaebd6f8601a7d2ff2bb507123d802e199570c00dfb8344300fcf6cecdc2fa,2,5239,20851
eacfacdd74434a021687d15ca5ca8925f47f6fdb11aa5e4d8c66b73681ce1e54,2,5261,11335
3629d0a4750649cac01dbaa1c9bdd6f06ceb934b8449abf4a7ed037e72a11a2b,2,5336,14199
e1651b5dc16fa94bd4a7a50ac7821a88be9a4cf8c189612922451a328438a598,2,5339,13073
2a0f948000d2c28e6cc9a2b253e21832f3488681dec89b9ae2fc242653089af1,2,5340,6159
cc0b287d245619cafd52c7766138e1896f28fe784b3be48a0ed2e6b9f818d79a,2,5352,18074
a669c8196b2057741015fddac676cfe0e561899c089059c429913645ad2b28c9,2,5373,13737
55e6b4662d116e384e4aa9a79ea42a8c8e37ac2cddb1ed5173ae40448acfcc9b,2,5568,9442
a5309d0580aa93a62092354872f1885ae0ef5d44284b9739f05fa6fb4f7fc938,2,5671,13173
0f7ef78835cf4c2ddbf9e53baf7e6e7b376b713f718a2191dbcb3d24f9f02f0a,2,5411,11959
cabeb43e2c638c88f5b0b353a6c5f8fe165b4067ed1fd3da1206a7175160490a,2,5436,13692
970f796a43bff8b2ec7c6a50cd8c62093d4b3badda1541d809203a9cab3600bc,2,5442,6764
7617a71ddefcacf5ecc8d6652654c8f58eaf7b13b92b1e2863623c10648abe85,2,5447,15155
d7133d4e83c81052b9d8bd874de9d63096a877fe019ba4e8d8530a888c43f210,2,5469,11486
59de15500177759c3d3de1518f8f56ce620c9e201c4bac9b22de340aa11b1794,2,5516,20718
55787ece5271282a46e3145ff4e517cc9e8097b239d1b4e84ffe1955963280c0,2,5596,8116
8e31bd02050a1ea6aaec7962333d6bc67ab007ca4f18dc5bf9b3ff67fa037121,2,5598,18294
60604b360ac04716df5686df6942698ef7e3ae69d4bd074bfb32d48e8c545af2,2,5642,14470
20123f8de3456d37fa7501ce5e3393049d35a0bff8c3ad96f77b60abe811f763,2,5750,7561
211d0d2a2ea122dc74eff03522af37f918881c8782f5363c41f6151ab3e932de,2,5756,19418
dc2719348977390b1b5cb0fb5be6a19158908208682792dada032ed41aae5ef9,2,5759,17266
029de3e0e4c89324a4b7ec598fa10f28499c6e6701581e22940583fe308e5566,2,5794,12397
d5df249acd6ecf6cd457039af4a61b6a48c3f901acfb675e785b273048a56f71,2,5795,17023
e84333254af51429204df1fb33294814e02f71c395f622f07367886af3c0e6b6,2,5797,19012
a6ca64313d667920424e8bef11d905f2f21d5e36fa7ee11ff75dd939bd5933df,2,5836,14099
0c0609a0065a2e3b7ef2559ee2d0f58615fb3e0c4c0a3da07dee2216360b2dd0,2,5847,6796
1756e5fe7c24b4f43a71dfb6e720d839d603e03c6a9041c09946604b23c4e067,2,5855,13228
f53d0655048ee174f0c47f1ac8a07f8f9942786647264d9816596371ed9a103a,2,5869,19704
a76b0d4ff9838231278fadedaeae17e8647238c338b3e1389b3ce68d602e0754,2,5890,19416
